"ID","new_user","country","age","source","pages_visited"
261524,"Yes","USA",25,"ads",1
261525,"Yes","CHN",33,"direct",3
261526,"Yes","CHN",19,"direct",10
261527,"Yes","USA",33,"SEO",6
261528,"Yes","CHN",47,"direct",2
261529,"Yes","GBR",31,"SEO",9
261530,"Yes","DEU",24,"SEO",6
261531,"Yes","USA",42,"SEO",7
261532,"Yes","USA",35,"direct",6
261533,"Yes","USA",22,"SEO",6
261534,"Yes","CHN",27,"SEO",6
261535,"No","CHN",31,"SEO",9
261536,"Yes","CHN",30,"ads",3
261537,"Yes","USA",40,"ads",5
261538,"No","CHN",29,"SEO",2
261539,"Yes","CHN",36,"SEO",3
261540,"Yes","USA",24,"ads",6
261541,"Yes","GBR",42,"SEO",8
261542,"Yes","GBR",27,"ads",5
261543,"Yes","USA",32,"SEO",3
261544,"Yes","USA",36,"SEO",5
261545,"No","USA",35,"direct",7
261546,"No","USA",29,"ads",6
261547,"No","GBR",21,"ads",9
261548,"Yes","USA",23,"SEO",1
261549,"Yes","USA",28,"SEO",8
261550,"Yes","CHN",23,"ads",6
261551,"Yes","CHN",40,"SEO",6
261552,"Yes","CHN",39,"SEO",7
261553,"Yes","USA",32,"ads",6
261554,"Yes","CHN",18,"SEO",5
261555,"Yes","GBR",27,"SEO",4
261556,"No","USA",31,"direct",8
261557,"No","USA",20,"SEO",2
261558,"Yes","USA",27,"SEO",3
261559,"Yes","USA",34,"ads",7
261560,"Yes","USA",32,"SEO",8
261561,"Yes","CHN",19,"SEO",5
261562,"No","USA",19,"direct",2
261563,"Yes","USA",54,"direct",2
261564,"No","GBR",26,"ads",3
261565,"Yes","CHN",23,"ads",3
261566,"No","CHN",19,"direct",4
261567,"Yes","USA",20,"ads",1
261568,"Yes","CHN",46,"SEO",7
261569,"Yes","USA",51,"SEO",3
261570,"Yes","GBR",22,"SEO",1
261571,"No","CHN",46,"SEO",1
261572,"Yes","DEU",24,"direct",8
261573,"Yes","USA",24,"SEO",2
261574,"Yes","CHN",39,"direct",3
261575,"No","USA",30,"ads",1
261576,"Yes","CHN",26,"SEO",3
261577,"No","GBR",20,"ads",6
261578,"Yes","USA",24,"SEO",5
261579,"Yes","USA",33,"ads",11
261580,"No","CHN",38,"SEO",3
261581,"Yes","GBR",27,"direct",1
261582,"No","DEU",40,"ads",2
261583,"Yes","USA",17,"ads",2
261584,"Yes","USA",37,"ads",20
261585,"Yes","GBR",23,"SEO",1
261586,"Yes","USA",19,"ads",6
261587,"Yes","USA",22,"ads",16
261588,"No","DEU",20,"SEO",14
261589,"Yes","CHN",20,"SEO",7
261590,"Yes","CHN",23,"ads",2
261591,"Yes","GBR",22,"SEO",12
261592,"Yes","GBR",31,"SEO",6
261593,"Yes","USA",20,"direct",1
261594,"Yes","USA",32,"SEO",8
261595,"Yes","CHN",28,"direct",4
261596,"Yes","USA",23,"SEO",5
261597,"No","USA",17,"direct",12
261598,"No","CHN",30,"SEO",5
261599,"Yes","USA",26,"ads",6
261600,"Yes","CHN",37,"SEO",5
261601,"No","USA",29,"SEO",4
261602,"Yes","USA",49,"SEO",2
261603,"No","CHN",31,"SEO",6
261604,"Yes","USA",20,"ads",2
261605,"No","GBR",47,"ads",7
261606,"No","GBR",34,"SEO",3
261607,"Yes","CHN",29,"SEO",2
261608,"Yes","USA",24,"SEO",2
261609,"Yes","USA",22,"direct",4
261610,"Yes","CHN",27,"direct",4
261611,"Yes","GBR",18,"SEO",3
261612,"Yes","CHN",23,"SEO",7
261613,"Yes","USA",28,"ads",5
261614,"No","GBR",17,"ads",4
261615,"No","USA",38,"direct",1
261616,"Yes","USA",32,"direct",1
261617,"Yes","USA",35,"direct",4
261618,"Yes","CHN",19,"direct",8
261619,"No","CHN",25,"ads",1
261620,"Yes","CHN",22,"direct",6
261621,"Yes","USA",36,"direct",2
261622,"Yes","USA",27,"SEO",11
261623,"Yes","CHN",20,"direct",4
261624,"Yes","USA",34,"SEO",3
261625,"No","GBR",25,"ads",17
261626,"Yes","USA",29,"SEO",4
261627,"Yes","USA",48,"SEO",5
261628,"Yes","USA",48,"SEO",4
261629,"Yes","CHN",25,"SEO",14
261630,"Yes","CHN",25,"ads",3
261631,"Yes","CHN",26,"direct",8
261632,"Yes","GBR",45,"SEO",5
261633,"Yes","USA",28,"ads",4
261634,"Yes","DEU",39,"direct",3
261635,"Yes","USA",23,"SEO",17
261636,"Yes","CHN",35,"ads",2
261637,"No","GBR",48,"ads",2
261638,"Yes","GBR",42,"ads",1
261639,"No","CHN",45,"SEO",5
261640,"Yes","USA",41,"ads",2
261641,"Yes","GBR",26,"ads",6
261642,"Yes","GBR",31,"ads",5
261643,"No","CHN",23,"SEO",1
261644,"Yes","CHN",27,"direct",4
261645,"Yes","DEU",42,"direct",5
261646,"Yes","CHN",30,"direct",9
261647,"Yes","CHN",32,"SEO",6
261648,"No","USA",30,"ads",7
261649,"Yes","CHN",34,"SEO",2
261650,"No","GBR",33,"SEO",4
261651,"Yes","CHN",17,"direct",5
261652,"Yes","USA",33,"direct",1
261653,"Yes","CHN",27,"SEO",4
261654,"No","USA",21,"SEO",5
261655,"No","USA",42,"SEO",5
261656,"No","USA",20,"SEO",4
261657,"Yes","CHN",21,"ads",6
261658,"Yes","USA",32,"SEO",6
261659,"Yes","USA",20,"SEO",1
261660,"Yes","GBR",31,"SEO",11
261661,"No","USA",52,"SEO",1
261662,"No","DEU",17,"SEO",15
261663,"Yes","CHN",19,"direct",8
261664,"No","USA",19,"SEO",14
261665,"No","USA",27,"SEO",5
261666,"No","USA",33,"SEO",3
261667,"Yes","CHN",36,"SEO",1
261668,"No","USA",29,"direct",8
261669,"Yes","USA",28,"direct",3
261670,"No","USA",25,"SEO",11
261671,"Yes","USA",44,"SEO",6
261672,"No","DEU",39,"ads",5
261673,"Yes","USA",19,"SEO",3
261674,"No","USA",43,"SEO",1
261675,"No","CHN",37,"SEO",2
261676,"Yes","USA",28,"SEO",3
261677,"Yes","USA",27,"ads",1
261678,"Yes","USA",33,"SEO",3
261679,"Yes","USA",32,"SEO",6
261680,"Yes","USA",29,"SEO",1
261681,"Yes","USA",23,"ads",2
261682,"Yes","CHN",28,"SEO",7
261683,"Yes","GBR",28,"direct",13
261684,"No","USA",20,"SEO",10
261685,"Yes","USA",31,"SEO",4
261686,"Yes","USA",30,"ads",2
261687,"Yes","USA",20,"ads",5
261688,"No","CHN",28,"SEO",5
261689,"No","USA",23,"ads",8
261690,"Yes","USA",40,"SEO",8
261691,"No","CHN",18,"ads",6
261692,"Yes","USA",35,"SEO",9
261693,"No","USA",30,"SEO",2
261694,"Yes","DEU",34,"SEO",2
261695,"No","USA",19,"direct",9
261696,"Yes","GBR",30,"SEO",6
261697,"Yes","CHN",33,"SEO",2
261698,"No","GBR",27,"ads",2
261699,"No","CHN",42,"ads",7
261700,"Yes","GBR",31,"direct",1
261701,"Yes","CHN",20,"SEO",4
261702,"Yes","GBR",20,"ads",2
261703,"Yes","USA",26,"direct",5
261704,"No","USA",32,"ads",2
261705,"No","GBR",20,"SEO",14
261706,"Yes","USA",42,"direct",2
261707,"Yes","USA",35,"ads",6
261708,"No","CHN",41,"ads",10
261709,"Yes","DEU",22,"SEO",5
261710,"Yes","GBR",28,"SEO",6
261711,"Yes","CHN",24,"SEO",2
261712,"Yes","USA",36,"SEO",4
261713,"Yes","USA",25,"ads",3
261714,"Yes","CHN",30,"SEO",3
261715,"Yes","CHN",34,"direct",1
261716,"Yes","GBR",19,"ads",5
261717,"Yes","USA",32,"ads",3
261718,"Yes","GBR",17,"ads",3
261719,"Yes","CHN",26,"direct",3
261720,"No","CHN",21,"ads",7
261721,"No","USA",38,"direct",5
261722,"No","USA",41,"SEO",5
261723,"Yes","CHN",38,"SEO",10
261724,"Yes","USA",42,"SEO",1
261725,"Yes","USA",38,"direct",8
261726,"No","USA",18,"SEO",6
261727,"Yes","CHN",29,"direct",7
261728,"Yes","GBR",22,"ads",7
261729,"No","USA",33,"SEO",6
261730,"Yes","CHN",41,"SEO",4
261731,"Yes","USA",38,"direct",1
261732,"Yes","USA",37,"SEO",4
261733,"No","CHN",29,"direct",5
261734,"No","USA",26,"SEO",1
261735,"Yes","USA",35,"ads",8
261736,"No","USA",28,"ads",7
261737,"No","USA",34,"SEO",3
261738,"Yes","USA",18,"ads",7
261739,"Yes","USA",30,"SEO",4
261740,"No","GBR",30,"direct",1
261741,"Yes","USA",32,"direct",6
261742,"Yes","USA",58,"SEO",5
261743,"No","CHN",21,"SEO",3
261744,"Yes","USA",36,"SEO",1
261745,"No","USA",40,"SEO",6
261746,"Yes","USA",26,"SEO",15
261747,"Yes","CHN",40,"SEO",7
261748,"Yes","CHN",28,"SEO",5
261749,"No","GBR",39,"SEO",4
261750,"No","CHN",34,"SEO",10
261751,"Yes","USA",32,"direct",4
261752,"No","GBR",17,"SEO",19
261753,"No","USA",44,"ads",5
261754,"Yes","CHN",32,"SEO",1
261755,"No","DEU",27,"SEO",6
261756,"No","USA",31,"ads",5
261757,"Yes","USA",40,"SEO",4
261758,"Yes","USA",20,"direct",5
261759,"No","USA",33,"SEO",8
261760,"No","GBR",39,"SEO",2
261761,"No","CHN",44,"direct",24
261762,"Yes","USA",32,"ads",4
261763,"Yes","GBR",44,"ads",7
261764,"Yes","USA",17,"SEO",15
261765,"No","CHN",37,"SEO",7
261766,"Yes","USA",32,"direct",14
261767,"Yes","GBR",30,"SEO",3
261768,"Yes","GBR",35,"ads",3
261769,"No","CHN",24,"SEO",1
261770,"Yes","USA",28,"SEO",3
261771,"Yes","GBR",24,"SEO",8
261772,"Yes","GBR",29,"ads",4
261773,"Yes","USA",34,"SEO",3
261774,"Yes","DEU",52,"direct",5
261775,"Yes","GBR",24,"ads",9
261776,"Yes","CHN",36,"ads",8
261777,"Yes","USA",26,"SEO",1
261778,"Yes","USA",40,"direct",11
261779,"Yes","USA",45,"ads",1
261780,"Yes","GBR",31,"ads",2
261781,"Yes","USA",22,"SEO",5
261782,"Yes","USA",22,"direct",1
261783,"No","GBR",28,"SEO",22
261784,"Yes","CHN",35,"direct",3
261785,"No","CHN",27,"direct",5
261786,"Yes","USA",37,"direct",1
261787,"Yes","CHN",27,"direct",9
261788,"Yes","CHN",34,"SEO",6
261789,"No","GBR",34,"direct",5
261790,"Yes","CHN",32,"ads",3
261791,"No","USA",27,"SEO",5
261792,"Yes","DEU",32,"ads",3
261793,"Yes","GBR",36,"SEO",15
261794,"No","CHN",27,"SEO",9
261795,"No","GBR",35,"SEO",8
261796,"Yes","USA",38,"SEO",8
261797,"Yes","CHN",24,"SEO",2
261798,"Yes","USA",17,"direct",3
261799,"Yes","GBR",32,"ads",3
261800,"No","DEU",17,"ads",5
261801,"No","CHN",23,"ads",12
261802,"No","USA",37,"ads",9
261803,"Yes","USA",17,"SEO",7
261804,"Yes","USA",22,"SEO",5
261805,"Yes","USA",22,"SEO",12
261806,"Yes","USA",34,"SEO",12
261807,"Yes","DEU",41,"SEO",4
261808,"Yes","CHN",43,"SEO",3
261809,"Yes","USA",28,"SEO",9
261810,"Yes","GBR",21,"ads",8
261811,"Yes","GBR",26,"SEO",10
261812,"Yes","USA",18,"ads",6
261813,"Yes","GBR",40,"SEO",2
261814,"No","USA",40,"SEO",2
261815,"No","USA",30,"SEO",3
261816,"No","USA",36,"SEO",1
261817,"Yes","USA",19,"SEO",2
261818,"Yes","USA",18,"SEO",7
261819,"No","CHN",42,"SEO",3
261820,"No","CHN",38,"direct",3
261821,"No","USA",43,"direct",1
261822,"No","GBR",33,"SEO",9
261823,"Yes","CHN",24,"SEO",9
261824,"No","GBR",23,"SEO",3
261825,"Yes","CHN",35,"SEO",3
261826,"Yes","CHN",34,"ads",1
261827,"Yes","DEU",18,"direct",2
261828,"No","USA",32,"SEO",2
261829,"Yes","USA",31,"direct",8
261830,"Yes","GBR",48,"direct",6
261831,"No","USA",28,"ads",2
261832,"Yes","GBR",37,"SEO",2
261833,"No","USA",20,"SEO",3
261834,"Yes","USA",31,"direct",1
261835,"No","USA",48,"SEO",2
261836,"Yes","USA",26,"direct",3
261837,"Yes","CHN",21,"ads",5
261838,"Yes","USA",43,"direct",11
261839,"No","USA",21,"direct",3
261840,"Yes","USA",36,"ads",6
261841,"No","USA",17,"ads",6
261842,"Yes","USA",38,"ads",6
261843,"Yes","CHN",41,"ads",2
261844,"Yes","USA",34,"ads",6
261845,"Yes","DEU",41,"ads",6
261846,"No","GBR",35,"SEO",7
261847,"Yes","CHN",31,"ads",8
261848,"Yes","GBR",43,"SEO",6
261849,"Yes","USA",38,"SEO",1
261850,"No","GBR",19,"direct",7
261851,"Yes","USA",28,"SEO",3
261852,"Yes","CHN",20,"SEO",2
261853,"Yes","CHN",31,"SEO",2
261854,"No","USA",33,"SEO",12
261855,"No","GBR",21,"ads",6
261856,"Yes","USA",27,"direct",4
261857,"Yes","CHN",51,"direct",6
261858,"No","GBR",40,"direct",2
261859,"Yes","USA",45,"SEO",1
261860,"No","CHN",32,"SEO",6
261861,"Yes","USA",35,"SEO",9
261862,"No","CHN",36,"SEO",6
261863,"No","USA",39,"SEO",2
261864,"No","USA",27,"SEO",3
261865,"Yes","USA",28,"SEO",7
261866,"No","CHN",36,"direct",10
261867,"Yes","USA",24,"SEO",2
261868,"Yes","GBR",36,"SEO",4
261869,"Yes","USA",40,"SEO",3
261870,"No","USA",22,"direct",12
261871,"No","USA",18,"direct",2
261872,"Yes","USA",29,"SEO",2
261873,"No","CHN",18,"SEO",4
261874,"Yes","USA",47,"SEO",7
261875,"Yes","USA",24,"SEO",3
261876,"No","GBR",25,"direct",5
261877,"Yes","CHN",48,"ads",3
261878,"Yes","DEU",45,"SEO",4
261879,"Yes","GBR",33,"ads",7
261880,"Yes","USA",38,"ads",6
261881,"Yes","CHN",17,"SEO",8
261882,"Yes","GBR",25,"SEO",1
261883,"Yes","USA",22,"ads",3
261884,"No","USA",40,"SEO",6
261885,"No","USA",26,"ads",8
261886,"Yes","USA",27,"direct",6
261887,"Yes","USA",18,"SEO",13
261888,"Yes","USA",47,"ads",1
261889,"Yes","CHN",41,"direct",6
261890,"No","CHN",28,"ads",2
261891,"Yes","USA",20,"ads",2
261892,"Yes","USA",44,"SEO",5
261893,"No","CHN",29,"ads",10
261894,"No","USA",39,"direct",6
261895,"No","GBR",30,"SEO",3
261896,"Yes","USA",29,"direct",5
261897,"Yes","USA",17,"SEO",7
261898,"Yes","USA",38,"SEO",3
261899,"Yes","GBR",34,"SEO",6
261900,"Yes","USA",29,"SEO",1
261901,"Yes","USA",31,"SEO",12
261902,"Yes","USA",28,"SEO",16
261903,"Yes","CHN",34,"ads",2
261904,"Yes","USA",38,"ads",2
261905,"No","USA",24,"direct",2
261906,"Yes","CHN",23,"direct",3
261907,"Yes","USA",50,"SEO",7
261908,"Yes","GBR",43,"SEO",2
261909,"Yes","USA",33,"SEO",12
261910,"Yes","USA",49,"SEO",3
261911,"No","USA",35,"SEO",5
261912,"Yes","USA",32,"direct",4
261913,"Yes","USA",32,"SEO",9
261914,"Yes","CHN",28,"ads",4
261915,"Yes","GBR",39,"SEO",1
261916,"No","USA",18,"SEO",2
261917,"Yes","GBR",23,"SEO",1
261918,"Yes","USA",23,"SEO",5
261919,"Yes","GBR",18,"SEO",6
261920,"No","USA",40,"SEO",6
261921,"Yes","USA",26,"direct",8
261922,"No","USA",34,"direct",6
261923,"Yes","USA",29,"ads",2
261924,"Yes","GBR",26,"ads",7
261925,"No","USA",26,"direct",1
261926,"Yes","DEU",26,"SEO",6
261927,"Yes","DEU",18,"ads",4
261928,"Yes","CHN",26,"ads",4
261929,"Yes","GBR",30,"ads",3
261930,"Yes","USA",24,"SEO",4
261931,"Yes","GBR",23,"direct",6
261932,"No","CHN",26,"SEO",1
261933,"Yes","USA",22,"ads",3
261934,"Yes","USA",43,"ads",5
261935,"Yes","USA",31,"SEO",2
261936,"Yes","USA",27,"SEO",2
261937,"No","USA",31,"SEO",5
261938,"Yes","USA",27,"SEO",8
261939,"Yes","USA",35,"SEO",2
261940,"No","GBR",23,"ads",5
261941,"Yes","CHN",43,"direct",1
261942,"Yes","USA",31,"SEO",4
261943,"Yes","USA",48,"SEO",1
261944,"Yes","USA",40,"SEO",5
261945,"Yes","GBR",22,"SEO",9
261946,"No","GBR",26,"ads",6
261947,"Yes","GBR",20,"SEO",11
261948,"Yes","USA",34,"SEO",1
261949,"Yes","CHN",24,"SEO",5
261950,"No","GBR",36,"direct",6
261951,"No","DEU",40,"SEO",7
261952,"No","USA",19,"SEO",2
261953,"Yes","USA",18,"direct",1
261954,"Yes","CHN",20,"SEO",1
261955,"Yes","USA",36,"SEO",4
261956,"Yes","DEU",26,"ads",5
261957,"Yes","USA",23,"ads",3
261958,"Yes","CHN",40,"SEO",7
261959,"Yes","USA",42,"SEO",9
261960,"Yes","GBR",47,"SEO",5
261961,"Yes","USA",35,"SEO",12
261962,"Yes","DEU",20,"direct",4
261963,"Yes","GBR",28,"direct",5
261964,"No","USA",21,"direct",1
261965,"Yes","USA",41,"SEO",2
261966,"Yes","USA",35,"SEO",8
261967,"Yes","DEU",30,"SEO",2
261968,"Yes","CHN",18,"ads",4
261969,"Yes","CHN",26,"SEO",5
261970,"No","CHN",39,"ads",1
261971,"Yes","USA",33,"direct",1
261972,"Yes","CHN",36,"SEO",4
261973,"Yes","CHN",40,"ads",7
261974,"No","USA",23,"ads",4
261975,"Yes","CHN",17,"ads",12
261976,"No","CHN",35,"direct",1
261977,"No","CHN",28,"direct",7
261978,"No","USA",30,"direct",6
261979,"Yes","USA",33,"direct",10
261980,"Yes","USA",27,"ads",2
261981,"Yes","GBR",28,"direct",4
261982,"Yes","USA",30,"SEO",3
261983,"Yes","USA",40,"SEO",5
261984,"No","CHN",37,"direct",5
261985,"No","USA",29,"ads",5
261986,"No","USA",41,"direct",9
261987,"Yes","USA",24,"SEO",1
261988,"Yes","USA",19,"SEO",6
261989,"No","USA",31,"SEO",2
261990,"Yes","USA",21,"SEO",5
261991,"No","USA",34,"ads",2
261992,"Yes","USA",27,"SEO",13
261993,"Yes","USA",39,"SEO",1
261994,"Yes","USA",25,"ads",4
261995,"Yes","CHN",53,"SEO",3
261996,"Yes","USA",39,"ads",5
261997,"No","USA",24,"direct",19
261998,"Yes","DEU",25,"ads",3
261999,"Yes","GBR",48,"ads",5
262000,"Yes","CHN",55,"SEO",6
262001,"Yes","GBR",32,"SEO",5
262002,"Yes","USA",48,"direct",3
262003,"Yes","USA",32,"SEO",5
262004,"No","GBR",25,"SEO",5
262005,"Yes","USA",35,"SEO",3
262006,"Yes","USA",28,"direct",9
262007,"Yes","USA",33,"ads",7
262008,"Yes","USA",29,"ads",7
262009,"No","USA",28,"SEO",3
262010,"No","USA",28,"SEO",1
262011,"Yes","USA",31,"SEO",4
262012,"Yes","CHN",25,"ads",2
262013,"Yes","USA",32,"SEO",8
262014,"Yes","USA",28,"SEO",5
262015,"Yes","USA",42,"SEO",11
262016,"Yes","GBR",39,"SEO",2
262017,"No","CHN",24,"SEO",3
262018,"Yes","GBR",17,"ads",12
262019,"Yes","USA",24,"SEO",5
262020,"Yes","CHN",30,"SEO",4
262021,"No","GBR",39,"SEO",4
262022,"Yes","USA",30,"SEO",6
262023,"Yes","USA",30,"SEO",9
262024,"Yes","CHN",23,"SEO",9
262025,"No","USA",19,"SEO",4
262026,"Yes","GBR",31,"SEO",3
262027,"Yes","USA",32,"ads",2
262028,"Yes","CHN",22,"direct",2
262029,"Yes","GBR",21,"ads",10
262030,"Yes","USA",26,"ads",4
262031,"Yes","DEU",18,"SEO",6
262032,"No","CHN",24,"SEO",2
262033,"Yes","USA",36,"SEO",2
262034,"Yes","USA",28,"ads",9
262035,"Yes","USA",41,"direct",4
262036,"Yes","GBR",26,"ads",4
262037,"No","CHN",31,"SEO",3
262038,"Yes","USA",28,"direct",9
262039,"Yes","USA",27,"SEO",5
262040,"Yes","CHN",31,"SEO",1
262041,"Yes","GBR",34,"SEO",3
262042,"Yes","GBR",34,"direct",3
262043,"Yes","USA",37,"ads",7
262044,"Yes","CHN",17,"ads",5
262045,"Yes","DEU",27,"SEO",5
262046,"No","USA",20,"SEO",4
262047,"Yes","USA",33,"SEO",4
262048,"Yes","USA",31,"direct",6
262049,"Yes","CHN",23,"SEO",2
262050,"No","USA",32,"direct",5
262051,"Yes","USA",26,"SEO",11
262052,"Yes","USA",27,"direct",6
262053,"Yes","USA",32,"SEO",9
262054,"No","USA",48,"SEO",1
262055,"No","CHN",18,"ads",3
262056,"Yes","USA",43,"SEO",2
262057,"Yes","USA",28,"direct",5
262058,"No","CHN",35,"ads",12
262059,"Yes","USA",30,"direct",4
262060,"Yes","USA",40,"ads",10
262061,"No","USA",44,"direct",6
262062,"Yes","USA",52,"direct",8
262063,"No","CHN",24,"ads",4
262064,"Yes","USA",23,"ads",3
262065,"No","USA",38,"SEO",9
262066,"Yes","DEU",23,"SEO",5
262067,"Yes","USA",43,"direct",7
262068,"Yes","GBR",34,"direct",2
262069,"Yes","GBR",24,"direct",1
262070,"Yes","USA",25,"SEO",1
262071,"No","USA",34,"ads",5
262072,"Yes","USA",35,"direct",7
262073,"Yes","USA",32,"SEO",5
262074,"No","GBR",25,"ads",9
262075,"Yes","GBR",42,"ads",6
262076,"Yes","USA",21,"SEO",10
262077,"No","USA",36,"SEO",1
262078,"Yes","GBR",34,"SEO",1
262079,"No","CHN",41,"direct",3
262080,"Yes","GBR",32,"SEO",6
262081,"No","USA",23,"ads",4
262082,"Yes","CHN",34,"SEO",2
262083,"Yes","GBR",24,"SEO",6
262084,"Yes","USA",41,"ads",7
262085,"No","USA",23,"direct",9
262086,"Yes","DEU",31,"SEO",1
262087,"No","USA",45,"ads",1
262088,"Yes","USA",43,"ads",12
262089,"No","GBR",34,"direct",2
262090,"No","DEU",33,"SEO",1
262091,"Yes","CHN",32,"SEO",4
262092,"Yes","USA",28,"SEO",1
262093,"Yes","USA",30,"SEO",1
262094,"Yes","GBR",18,"direct",10
262095,"Yes","CHN",36,"SEO",5
262096,"Yes","USA",45,"ads",2
262097,"Yes","USA",22,"SEO",7
262098,"No","CHN",29,"SEO",7
262099,"No","GBR",23,"ads",8
262100,"Yes","USA",29,"SEO",5
262101,"Yes","USA",17,"ads",5
262102,"Yes","CHN",24,"ads",8
262103,"No","CHN",39,"SEO",6
262104,"No","USA",29,"direct",3
262105,"No","USA",25,"ads",18
262106,"Yes","USA",25,"ads",2
262107,"No","USA",26,"ads",4
262108,"No","CHN",22,"direct",9
262109,"Yes","GBR",24,"ads",5
262110,"Yes","USA",22,"SEO",3
262111,"Yes","USA",31,"SEO",11
262112,"Yes","CHN",34,"ads",11
262113,"No","CHN",19,"SEO",8
262114,"Yes","GBR",28,"SEO",4
262115,"No","USA",35,"SEO",8
262116,"No","GBR",23,"ads",14
262117,"Yes","USA",19,"direct",4
262118,"Yes","CHN",34,"SEO",2
262119,"Yes","USA",39,"SEO",2
262120,"Yes","CHN",36,"SEO",8
262121,"Yes","GBR",30,"ads",2
262122,"Yes","USA",21,"SEO",4
262123,"No","USA",24,"SEO",4
262124,"Yes","USA",18,"SEO",2
262125,"No","DEU",38,"direct",13
262126,"Yes","USA",27,"direct",7
262127,"Yes","USA",20,"SEO",6
262128,"Yes","GBR",42,"SEO",4
262129,"Yes","USA",38,"direct",3
262130,"Yes","USA",36,"SEO",2
262131,"Yes","GBR",30,"ads",8
262132,"Yes","USA",31,"ads",2
262133,"Yes","DEU",33,"SEO",5
262134,"Yes","USA",25,"ads",1
262135,"Yes","CHN",32,"direct",7
262136,"Yes","USA",22,"ads",4
262137,"Yes","CHN",40,"ads",4
262138,"No","USA",24,"SEO",10
262139,"Yes","USA",34,"direct",6
262140,"Yes","USA",32,"ads",4
262141,"Yes","USA",34,"SEO",1
262142,"No","USA",40,"direct",5
262143,"Yes","USA",17,"SEO",1
262144,"No","USA",30,"SEO",4
262145,"Yes","USA",34,"direct",1
262146,"Yes","USA",42,"ads",1
262147,"Yes","USA",18,"ads",6
262148,"Yes","USA",18,"direct",3
262149,"No","GBR",34,"direct",5
262150,"Yes","CHN",45,"SEO",4
262151,"Yes","USA",31,"SEO",3
262152,"Yes","GBR",40,"ads",7
262153,"Yes","USA",48,"SEO",1
262154,"Yes","CHN",21,"SEO",6
262155,"Yes","USA",37,"direct",1
262156,"Yes","DEU",31,"SEO",2
262157,"Yes","GBR",21,"ads",2
262158,"Yes","CHN",52,"SEO",3
262159,"Yes","USA",28,"SEO",5
262160,"No","USA",46,"SEO",2
262161,"Yes","USA",32,"SEO",4
262162,"Yes","USA",30,"SEO",1
262163,"Yes","CHN",25,"SEO",3
262164,"Yes","CHN",44,"ads",3
262165,"No","GBR",32,"SEO",7
262166,"No","USA",20,"direct",1
262167,"Yes","USA",27,"SEO",5
262168,"No","USA",28,"direct",4
262169,"Yes","CHN",32,"SEO",7
262170,"No","CHN",38,"SEO",3
262171,"Yes","USA",30,"SEO",3
262172,"No","USA",36,"SEO",5
262173,"No","GBR",27,"ads",5
262174,"Yes","GBR",40,"SEO",8
262175,"Yes","USA",37,"direct",6
262176,"Yes","USA",17,"ads",7
262177,"Yes","CHN",19,"ads",1
262178,"Yes","CHN",24,"direct",2
262179,"Yes","USA",46,"direct",5
262180,"Yes","USA",21,"ads",3
262181,"Yes","USA",25,"SEO",13
262182,"Yes","USA",33,"ads",14
262183,"Yes","USA",36,"SEO",7
262184,"No","USA",36,"direct",3
262185,"Yes","USA",19,"ads",3
262186,"No","USA",28,"ads",3
262187,"Yes","CHN",40,"SEO",3
262188,"No","USA",29,"SEO",6
262189,"Yes","USA",36,"ads",7
262190,"No","USA",28,"SEO",4
262191,"No","DEU",33,"SEO",4
262192,"Yes","CHN",19,"ads",10
262193,"Yes","CHN",32,"ads",5
262194,"No","USA",39,"ads",7
262195,"Yes","USA",33,"ads",2
262196,"Yes","USA",18,"SEO",1
262197,"Yes","USA",28,"SEO",2
262198,"Yes","USA",23,"direct",3
262199,"No","USA",20,"direct",9
262200,"Yes","GBR",29,"direct",4
262201,"Yes","USA",34,"ads",1
262202,"Yes","USA",20,"direct",3
262203,"No","CHN",20,"ads",8
262204,"Yes","USA",35,"ads",2
262205,"Yes","USA",45,"ads",7
262206,"Yes","USA",32,"SEO",2
262207,"No","CHN",21,"SEO",2
262208,"Yes","USA",29,"SEO",1
262209,"Yes","USA",23,"ads",10
262210,"Yes","USA",26,"ads",5
262211,"Yes","USA",47,"ads",10
262212,"No","USA",38,"ads",5
262213,"Yes","CHN",27,"SEO",5
262214,"No","GBR",19,"direct",6
262215,"Yes","USA",38,"ads",2
262216,"Yes","USA",33,"direct",5
262217,"Yes","USA",28,"SEO",3
262218,"No","CHN",46,"direct",7
262219,"No","CHN",20,"SEO",7
262220,"Yes","CHN",29,"SEO",3
262221,"Yes","USA",34,"SEO",5
262222,"Yes","USA",33,"direct",4
262223,"Yes","CHN",33,"direct",5
262224,"Yes","CHN",24,"SEO",5
262225,"Yes","CHN",43,"SEO",3
262226,"No","GBR",24,"ads",1
262227,"No","CHN",19,"SEO",4
262228,"Yes","USA",23,"ads",7
262229,"No","CHN",27,"SEO",2
262230,"Yes","USA",29,"direct",4
262231,"Yes","USA",46,"direct",8
262232,"Yes","USA",36,"SEO",5
262233,"Yes","USA",21,"SEO",3
262234,"No","USA",19,"direct",2
262235,"No","GBR",27,"direct",4
262236,"No","CHN",17,"SEO",3
262237,"No","USA",39,"SEO",5
262238,"Yes","CHN",36,"direct",2
262239,"Yes","USA",31,"SEO",6
262240,"Yes","GBR",35,"SEO",4
262241,"Yes","CHN",30,"SEO",3
262242,"No","CHN",46,"ads",6
262243,"Yes","USA",46,"ads",2
262244,"Yes","USA",23,"ads",1
